,Tweets,id,len,date,time,source,likes,retweets
802,@Prakash08717186 We are sharing your concern with Mulund Traffic Division for necessary stringent action.,1576077776972525568,105,2022-10-01,05:13:18,Twitter Web App,0,1
803,@rohgid We have escalated your request with Dadar Traffic Division for necessary action.,1576074595299258368,88,2022-10-01,05:00:40,Twitter Web App,0,0
804,@signs_road We have escalated your request with Bhoiwada Traffic Division for necessary action.,1576072127152693249,95,2022-10-01,04:50:51,Twitter Web App,1,0
805,@swapnilp79 We are sharing your concern with Mankhurd Traffic Division for necessary stringent action.,1576069779948916737,102,2022-10-01,04:41:32,Twitter Web App,0,0
806,@crazy_mamba0 We are sharing your concern with Sahar Traffic Division for necessary stringent action.,1576069104586276866,101,2022-10-01,04:38:51,Twitter Web App,0,0
807,@mister_bapat We have informed concern Traffic Division of the necessary action.,1576065348754845697,80,2022-10-01,04:23:55,Twitter Web App,0,0
808,@dhyrajm We have forwarded your concern to D N Nagar Traffic Division for necessary action.,1576064077956190208,91,2022-10-01,04:18:52,Twitter Web App,1,0
809,@Upendra14527274 We have intimated your concern to D N Nagar traffic branch for necessary action.,1576063577160486912,97,2022-10-01,04:16:53,Twitter Web App,0,0
810,@BenaiferKapadia We have informed concern Traffic Division of the necessary action.,1576062986426335232,83,2022-10-01,04:14:32,Twitter Web App,0,0
811,@vinod_mahal We are sharing your concern with Worli Traffic Division for necessary stringent action.,1576062364016726016,100,2022-10-01,04:12:04,Twitter Web App,0,0
812,@superselector5 We have informed Vakola Traffic Division of the necessary action.,1576058207935479810,81,2022-10-01,03:55:33,Twitter Web App,0,0
813,@MasterHemal We have informed Bandra Traffic Division of the necessary action.,1576057401672728576,78,2022-10-01,03:52:20,Twitter Web App,1,0
814,@Gaurav21519755 We have intimated your concern to Vakola traffic branch for necessary action.,1576056183042895872,93,2022-10-01,03:47:30,Twitter Web App,0,0
815,@phil_souza5 We have forwarded your concern to D N Ngr Traffic Division for necessary action.,1576055469537255425,93,2022-10-01,03:44:40,Twitter Web App,0,0
816,@Da1GowaliaTank We have informed Tardeo Traffic Division of the necessary action.,1576052852400668672,81,2022-10-01,03:34:16,Twitter Web App,0,0
817,@GowaliaTank2636 We have shared this with senior official of the Tardeo traffic division for necessary stern actions.-,1576051748363333632,118,2022-10-01,03:29:53,Twitter Web App,0,0
818,@savetps6 We have forwarded your concern to Trombey Traffic Division for necessary action.,1576050916813201409,90,2022-10-01,03:26:34,Twitter Web App,0,0
819,@jituk9 We have intimated your concern to D B Marg traffic branch for necessary action.,1576048726270844928,87,2022-10-01,03:17:52,Twitter Web App,0,0
820,@EmployeeFight We have escalated your request with Matunga Traffic Division for necessary action.,1576047358625751041,97,2022-10-01,03:12:26,Twitter Web App,0,0
821,@BankiMistry We have informed MIDC Traffic Division of the necessary action.,1576046569555566592,76,2022-10-01,03:09:18,Twitter Web App,1,1
822,@ManishGorivale We have informed Goregaon Traffic Division of the necessary action,1576043527095533569,82,2022-10-01,02:57:12,Twitter Web App,1,0
823,@EmployeeFight We have informed the Matunga  traffic division to look into it.,1576028023706378241,78,2022-10-01,01:55:36,Twitter Web App,0,0
824,@Ahtcsvhub Action taken on above mentioned vehicle 03 vehicles u/s 122M.V. Act.,1576021377714298880,79,2022-10-01,01:29:12,Twitter Web App,0,0
825,@AbbeeTheAviator Jogeshwari Traffic Division has been informed for prompt action.,1576019752849244160,81,2022-10-01,01:22:44,Twitter Web App,1,0
826,@AbbeeTheAviator We request you that if the address you provided is not sufficient send us the full address,1576002803369066496,107,2022-10-01,00:15:23,Twitter Web App,0,0
827,@ReshamwalaAzam We have intimated your concern to colaba traffic branch for necessary action.,1575948505339768832,93,2022-09-30,20:39:38,Twitter Web App,1,0
828,@CryoPerSea We have intimated your concern to powai traffic branch for necessary action.,1575948146667986944,88,2022-09-30,20:38:12,Twitter Web App,0,0
829,@RakeshH_Indian We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1575947895953465344,96,2022-09-30,20:37:12,Twitter Web App,0,0
830,@poojais9419 Concerned Traffic Division has been informed for prompt action.,1575940897887264768,76,2022-09-30,20:09:24,Twitter Web App,0,0
831,@pandeyashish33 sahar Traffic Division has been informed for prompt action.,1575940537412001792,75,2022-09-30,20:07:58,Twitter Web App,0,0
832,@siddm9 sahar Traffic Division has been informed for prompt action.,1575926553426345984,67,2022-09-30,19:12:24,Twitter Web App,1,0
833,@UjjwalH_1620 Samtanagar Traffic Division has been informed for prompt action.,1575923967465902081,78,2022-09-30,19:02:07,Twitter Web App,0,0
834,@AaronArkswmz Bandra Traffic Division has been informed for prompt action.,1575910005491933184,74,2022-09-30,18:06:38,Twitter Web App,0,0
835,@PANDEYVIVEK1998 sahar Traffic Division has been informed for prompt action.,1575908453872128000,76,2022-09-30,18:00:29,Twitter Web App,0,0
836,@Devpate61145102 We have intimated your concern to Jogeshwari traffic branch for necessary action.,1575905377526632448,98,2022-09-30,17:48:15,Twitter Web App,0,0
837,@iamhasu The colaba traffic division has been alerted about necessary actions.,1575900431493959680,78,2022-09-30,17:28:36,Twitter Web App,0,0
838,@PANDEYVIVEK1998 Please provide the exact location for necessary action,1575897137015009280,71,2022-09-30,17:15:30,Twitter Web App,0,0
839,@MarolMoVo MIDC Traffic Division has been informed for prompt action.,1575896628480815106,69,2022-09-30,17:13:29,Twitter Web App,0,0
840,@MarolMoVo MIDC Traffic Division has been informed for prompt action.,1575896542644314112,69,2022-09-30,17:13:09,Twitter Web App,4,1
841,@DalviDalvisha Sakinaka Traffic Division has been informed for prompt action.,1575896045824794631,77,2022-09-30,17:11:10,Twitter Web App,0,0
842,@HavanurKaustubh Bkc Traffic Division has been informed for prompt action.,1575895159224426501,74,2022-09-30,17:07:39,Twitter Web App,0,0
843,@jha_akashkj We are sharing your concern with Sakinaka Traffic Division for necessary stringent action.,1575892833726128140,103,2022-09-30,16:58:24,Twitter Web App,0,0
844,@pashi1782 We have informed concern Traffic Division of the necessary action.,1575892675265323011,77,2022-09-30,16:57:47,Twitter Web App,1,0
845,@Ahtcsvhub Dadar Traffic Division has been informed for prompt action.,1575892570709712896,70,2022-09-30,16:57:22,Twitter Web App,0,0
846,@Ahtcsvhub Dadar Traffic Division has been informed for prompt action.,1575892232791416835,70,2022-09-30,16:56:01,Twitter Web App,0,0
847,@Bhartiy19273132 Jogeshwari  Traffic Division has been informed for prompt action.,1575891950493786114,82,2022-09-30,16:54:54,Twitter Web App,0,0
848,@Ahtcsvhub We have intimated your concern to Dadar traffic branch for necessary action.,1575891538877349894,87,2022-09-30,16:53:16,Twitter Web App,0,0
849,@karankh43542946 @myBESTBus We request you that if the address you provided is not sufficient send us the full address,1575890041531793411,118,2022-09-30,16:47:19,Twitter Web App,0,0
850,@Ahtcsvhub Dadar  Traffic Division has been informed for prompt action.,1575888267152457733,71,2022-09-30,16:40:16,Twitter Web App,0,0
851,@RdExtension We have informed Bandra Traffic Division of the necessary action,1575878393291165697,77,2022-09-30,16:01:02,Twitter Web App,3,0
852,@Pawankumarkewal We have informed Kurla Traffic Division of the necessary action,1575878086972743685,80,2022-09-30,15:59:48,Twitter Web App,0,0
853,@Pawankumarkewal We have informed  the  Ghatakopar Traffic Division of the necessary action,1575877831648649217,91,2022-09-30,15:58:48,Twitter Web App,0,0
854,@devkadu07 We have informed sanatacruz Traffic Division of the necessary action,1575876229659471872,79,2022-09-30,15:52:26,Twitter Web App,0,0
855,@sandeepvarma15 We have informed  BKC Traffic Division of the necessary action,1575873221559083009,78,2022-09-30,15:40:28,Twitter Web App,1,0
856,@deepali_bagul We have informed Borivali Traffic Division of the necessary action,1575872041286135808,81,2022-09-30,15:35:47,Twitter Web App,0,0
857,@NasirSh86042113 We are sharing your concern with  Malad Traffic Division for necessary stringent action.,1575867320005632000,105,2022-09-30,15:17:01,Twitter Web App,0,0
858,@Harshabhambhan1 We are sharing your concern with Kanjurmarg Traffic Division for necessary stringent action.,1575855703238901761,109,2022-09-30,14:30:52,Twitter Web App,0,0
859,@devkadu07 We have escalated your request with D N Ngr Traffic Division for necessary action.,1575855091222867969,93,2022-09-30,14:28:26,Twitter Web App,0,0
860,@mahesh_puthran We have informed Borivali Traffic Division of the necessary action.,1575854031632621568,83,2022-09-30,14:24:13,Twitter Web App,0,0
861,"#TrafficUpdate

Aambaji Aashram Ambamata Mandir, Carter Road no. 03 in Borivali East will be temporarily closed for… https://t.co/VHEhwZjTta",1575853250439704579,140,2022-09-30,14:21:07,Twitter for Android,64,17
862,@satya200597 We have informed Marinedrive Traffic Division of the necessary action.,1575850176173907970,83,2022-09-30,14:08:54,Twitter Web App,2,0
863,@Akxyy We have intimated your concern to Powai traffic branch for necessary action.,1575846608918368256,83,2022-09-30,13:54:44,Twitter Web App,0,0
864,@mumboy24 We have forwarded your concern to Powai Traffic Division for necessary action.,1575844827190550528,88,2022-09-30,13:47:39,Twitter Web App,0,0
865,@amanm6849 We are sharing your concern with Dadar Traffic Division for necessary stringent action.,1575844147285483520,98,2022-09-30,13:44:57,Twitter Web App,0,0
866,@mansur_mansuri We have escalated your request with Nagpada Traffic Division for necessary action.,1575843078874677249,98,2022-09-30,13:40:42,Twitter Web App,0,0
